# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:55 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
#
loc_rowid,pl_name,hostname,k2_name,default_flag,disposition,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim
1371,EPIC 214630761.01,EPIC 214630761,,1,CANDIDATE,1.23643800000,0.00002200000,-0.00002200000,0,,,,,50.00000000,15.00000000,-15.00000000,0,,,,,,,,,0.25540000,0.00470000,-0.00480000,0,2.4912000,0.0960000,-0.1056000,0,0.14300000,0.03800000,-0.04000000,0,,,,,3.200000,0.430000,-0.280000,0,,,,,,,,,,,,,,,,
1372,EPIC 214741009.01,EPIC 214741009,,0,CANDIDATE,7.26962200000,0.00051800000,-0.00052100000,0,,,,,32.90000000,32.90000000,-25.80000000,0,,,,,,,,,,,,,2.3592000,0.1392000,-0.1488000,0,0.41560000,0.38080000,-0.27990000,0,,,,,0.730000,,,0,,,,,,,,,,,,,,,,
1373,EPIC 214741009.01,EPIC 214741009,,1,CANDIDATE,7.26921300000,0.00009100000,-0.00009000000,0,,,,,163.00000000,48.00000000,-62.00000000,0,,,,,,,,,0.92200000,0.01100000,-0.01100000,0,2.6448000,0.0792000,-0.0840000,0,0.21500000,0.06100000,-0.08100000,0,,,,,6.930000,0.600000,-0.480000,0,,,,,,,,,,,,,,,,
1374,EPIC 214888033.01,EPIC 214888033,,1,CANDIDATE,7.45759700000,0.00009600000,-0.00009100000,0,,,,,8.70000000,1.70000000,-1.90000000,0,,,,,,,,,0.57300000,0.01700000,-0.02000000,0,1.8720000,0.1680000,-0.1440000,0,0.07700000,0.01400000,-0.01500000,0,,,,,1.037000,0.066000,-0.105000,0,,,,,,,,,,,,,,,,
1375,EPIC 214888033.01,EPIC 214888033,,0,CANDIDATE,7.46475831483,0.00116545890,-0.00116545890,0,,,,,11.93024915,2.63585570,-2.63585570,0,185.3324,,,0,941.04,,,0,1.05838259,0.14608815,-0.14608815,0,1.0430706,0.1981240,-0.1981240,0,,,,,5357.00,122.00,-122.00,0,1.155770,,,0,,,,,,,,,4.279410,,,0,,,,
1376,EPIC 214912104.01,EPIC 214912104,,1,CANDIDATE,43.10290000000,0.00660000000,-0.00670000000,0,,,,,12.20000000,1.20000000,-1.30000000,0,,,,,,,,,0.32630000,0.00570000,-0.00580000,0,22.8960000,0.5040000,-0.5520000,0,0.05800000,0.00560000,-0.00380000,0,,,,,1.923000,0.042000,-0.162000,0,,,,,,,,,,,,,,,,
1377,EPIC 214984368.01,EPIC 214984368,,1,CANDIDATE,0.26338090000,0.00000300000,-0.00000300000,0,,,,,370.00000000,100.00000000,-260.00000000,0,,,,,,,,,0.06034000,0.00079000,-0.00078000,0,2.1960000,0.0768000,-0.0768000,0,0.09000000,0.02100000,-0.02100000,0,,,,,37.700000,6.200000,-24.600000,0,,,,,,,,,,,,,,,,
1378,EPIC 215101303.01,EPIC 215101303,,1,CANDIDATE,15.20726000000,0.00011000000,-0.00013000000,0,,,,,26.20000000,7.80000000,-2.60000000,0,,,,,,,,,2.41100000,0.01200000,-0.01200000,0,3.6672000,0.0312000,-0.0312000,0,0.15140000,0.00390000,-0.01030000,0,,,,,1.590000,0.470000,-0.110000,0,,,,,,,,,,,,,,,,
1379,EPIC 215101303.01,EPIC 215101303,,0,CANDIDATE,15.20710100000,0.00038900000,-0.00039200000,0,,,,,12.70000000,5.10000000,-5.10000000,0,,,,,,,,,,,,,3.5496000,0.0696000,-0.0504000,0,0.13850000,0.00400000,-0.00200000,0,,,,,0.840000,,,0,,,,,,,,,,,,,,,,
1380,EPIC 215125108.01,EPIC 215125108,,1,CANDIDATE,0.73806700000,0.00002600000,-0.00002600000,0,,,,,260.00000000,200.00000000,-140.00000000,0,,,,,,,,,0.09020000,0.00240000,-0.00240000,0,2.9280000,0.1440000,-0.1680000,0,0.09500000,0.02400000,-0.02700000,0,,,,,25.000000,18.000000,-11.000000,0,,,,,,,,,,,,,,,,
1381,EPIC 215171927.01,EPIC 215171927,,0,CANDIDATE,4.13570700000,0.00030700000,-0.00034100000,0,,,,,1.59980974,0.15902354,-0.10782282,0,,,,,,,,,,,,,,,,,0.01920700,0.00180000,-0.00121100,0,4972.00,50.00,-50.00,0,0.763640,0.025348,-0.018194,0,,,,,,,,,4.520000,0.100000,-0.100000,0,,,,
1382,EPIC 215171927.01,EPIC 215171927,,1,CANDIDATE,4.13556000000,0.00029000000,-0.00028000000,0,,,,,1.44000000,0.10000000,-0.21000000,0,,,,,,,,,0.03200000,0.00190000,-0.00200000,0,2.2080000,0.1200000,-0.1680000,0,0.01730000,0.00120000,-0.00250000,0,,,,,0.761000,0.021000,-0.022000,0,,,,,,,,,,,,,,,,
1383,EPIC 215171927.02,EPIC 215171927,,0,CANDIDATE,6.63124700000,0.00112400000,-0.00106700000,0,,,,,1.35955936,0.13796347,-0.11356907,0,,,,,,,,,,,,,,,,,0.01632200,0.00156500,-0.00130700,0,4972.00,50.00,-50.00,0,0.763640,0.025348,-0.018194,0,,,,,,,,,4.520000,0.100000,-0.100000,0,,,,
1384,EPIC 215171927.02,EPIC 215171927,,1,CANDIDATE,6.63107000000,0.00054000000,-0.00056000000,0,,,,,1.52000000,0.12000000,-0.23000000,0,,,,,,,,,0.03600000,0.00240000,-0.00240000,0,2.2800000,0.1440000,-0.1920000,0,0.01840000,0.00140000,-0.00270000,0,,,,,0.761000,0.021000,-0.022000,0,,,,,,,,,,,,,,,,
1385,EPIC 215175768.01,EPIC 215175768,,1,CANDIDATE,1.72611500000,0.00009800000,-0.00009700000,0,,,,,5.60000000,2.20000000,-2.00000000,0,,,,,,,,,0.05890000,0.00240000,-0.00250000,0,3.0960000,0.1680000,-0.1920000,0,0.06100000,0.01800000,-0.02100000,0,,,,,0.839000,0.225000,-0.096000,0,,,,,,,,,,,,,,,,
1386,EPIC 215234145.01,EPIC 215234145,,1,CANDIDATE,1.25399360000,0.00000260000,-0.00000260000,0,,,,,31.70000000,7.90000000,-11.70000000,0,,,,,,,,,1.31830000,0.00380000,-0.00380000,0,2.1264000,0.0360000,-0.0408000,0,0.30600000,0.07400000,-0.09100000,0,,,,,0.948000,0.054000,-0.209000,0,,,,,,,,,,,,,,,,
1387,EPIC 215353525.01,EPIC 215353525,,1,CANDIDATE,0.90859150000,0.00000510000,-0.00000510000,0,,,,,23.10000000,6.60000000,-8.00000000,0,,,,,,,,,0.84500000,0.00740000,-0.00740000,0,1.9176000,0.0552000,-0.0672000,0,0.22300000,0.06200000,-0.07700000,0,,,,,0.950000,0.065000,-0.034000,0,,,,,,,,,,,,,,,,
1388,EPIC 215358983.01,EPIC 215358983,,1,CANDIDATE,6.42171900000,0.00016200000,-0.00016500000,0,,,,,15.30000000,1.80000000,-1.40000000,0,,,,,,,,,,,,,6.1200000,0.0408000,-0.0408000,0,0.12790000,0.00130000,-0.00070000,0,,,,,1.100000,,,0,,,,,,,,,,,,,,,,
1389,EPIC 215364084.01,EPIC 215364084,,1,CANDIDATE,2.74324000000,0.00017000000,-0.00017000000,0,,,,,28.00000000,5.30000000,-14.20000000,0,,,,,,,,,0.13500000,0.00450000,-0.00420000,0,5.9280000,0.2400000,-0.2400000,0,0.05260000,0.00890000,-0.02650000,0,,,,,4.880000,0.390000,-0.270000,0,,,,,,,,,,,,,,,,
1390,EPIC 215381481.01,EPIC 215381481,,1,CANDIDATE,0.53339300000,0.00002500000,-0.00002700000,0,,,,,19.50000000,4.80000000,-12.60000000,0,,,,,,,,,0.02063000,0.00086000,-0.00086000,0,1.9920000,0.1200000,-0.1200000,0,0.01206000,0.00098000,-0.00232000,0,,,,,14.800000,3.500000,-9.200000,0,,,,,,,,,,,,,,,,
1391,EPIC 215389654.01,EPIC 215389654,,1,CANDIDATE,23.51081100000,0.00145600000,-0.00142700000,0,,,,,18.40000000,1.80000000,-1.20000000,0,,,,,,,,,,,,,8.5800000,0.1104000,-0.1200000,0,0.17410000,0.00270000,-0.00110000,0,,,,,0.970000,,,0,,,,,,,,,,,,,,,,
1392,EPIC 215502661.01,EPIC 215502661,,1,CANDIDATE,21.52155400000,0.00508700000,-0.00611800000,0,,,,,2.40003126,23.64257126,-0.57504184,0,,,,,,,,,,,,,,,,,0.01896500,0.18680400,-0.00390400,0,5694.00,50.00,-50.00,0,1.160188,0.170933,-0.142291,0,,,,,,,,,4.220000,0.100000,-0.100000,0,,,,
1393,EPIC 215525178.01,EPIC 215525178,,1,CANDIDATE,5.33988000000,0.00057000000,-0.00054000000,0,,,,,1.27000000,0.18000000,-0.26000000,0,,,,,,,,,0.03900000,0.00360000,-0.00380000,0,1.8000000,0.1680000,-0.2400000,0,0.01900000,0.00170000,-0.00330000,0,,,,,0.611000,0.069000,-0.067000,0,,,,,,,,,,,,,,,,
1394,EPIC 215714765.01,EPIC 215714765,,1,CANDIDATE,6.68913100000,0.00005100000,-0.00005500000,0,,,,,29.90000000,9.00000000,-13.40000000,0,,,,,,,,,1.72800000,0.01300000,-0.01300000,0,2.4600000,0.0528000,-0.0528000,0,0.27100000,0.07700000,-0.11400000,0,,,,,1.011000,0.099000,-0.159000,0,,,,,,,,,,,,,,,,
1395,EPIC 215717520.01,EPIC 215717520,,1,CANDIDATE,,,,,,,,,13.66000000,1.09000000,-0.77000000,0,,,,,,,,,3.84700000,0.04200000,-0.03200000,0,12.3336000,0.0432000,-0.0408000,0,0.16958000,0.00097000,-0.00727000,0,,,,,0.738000,0.059000,-0.027000,0,,,,,,,,,,,,,,,,
1396,EPIC 215739094.01,EPIC 215739094,,1,CANDIDATE,3.63222880000,0.00000970000,-0.00000980000,0,,,,,32.20000000,3.10000000,-2.00000000,0,,,,,,,,,1.36130000,0.00220000,-0.00220000,0,7.2096000,0.0120000,-0.0120000,0,0.11044000,0.00050000,-0.00416000,0,,,,,2.670000,0.260000,-0.130000,0,,,,,,,,,,,,,,,,
1397,EPIC 215816368.01,EPIC 215816368,,1,CANDIDATE,10.14588000000,0.00020000000,-0.00021000000,0,,,,,19.43000000,1.31000000,-0.90000000,0,,,,,,,,,2.55800000,0.03000000,-0.02900000,0,5.3592000,0.0768000,-0.0840000,0,0.14880000,0.00350000,-0.00530000,0,,,,,1.198000,0.075000,-0.035000,0,,,,,,,,,,,,,,,,
1398,EPIC 215854715.01,EPIC 215854715,,1,CANDIDATE,11.12366000000,0.00086000000,-0.00089000000,0,,,,,1.80000000,0.11000000,-0.25000000,0,,,,,,,,,0.04270000,0.00210000,-0.00220000,0,3.5760000,0.1440000,-0.1920000,0,0.01980000,0.00120000,-0.00270000,0,,,,,0.832700,0.008800,-0.012900,0,,,,,,,,,,,,,,,,
1399,EPIC 215854715.01,EPIC 215854715,,0,CANDIDATE,11.12365400000,0.00146700000,-0.00123500000,0,,,,,1.71707978,0.14261404,-0.11883658,0,,,,,,,,,,,,,,,,,0.01918000,0.00143700,-0.00121400,0,5310.00,50.00,-50.00,0,0.820733,0.029427,-0.023007,0,,,,,,,,,4.630000,0.100000,-0.100000,0,,,,
1400,EPIC 215894766.01,EPIC 215894766,,1,CANDIDATE,,,,,,,,,57.00000000,15.00000000,-21.00000000,0,,,,,,,,,2.48140000,0.00840000,-0.00830000,0,4.6800000,0.0600000,-0.0720000,0,0.33800000,0.09000000,-0.12200000,0,,,,,1.532000,0.082000,-0.079000,0,,,,,,,,,,,,,,,,
1401,EPIC 215938010.01,EPIC 215938010,,1,CANDIDATE,1.15144000000,0.00003400000,-0.00003000000,0,,,,,,,,,,,,,,,,,,,,,,,,,0.02640000,0.00420000,-0.00580000,0,5809.00,,,0,1.910000,0.020000,-0.020000,0,,,,,,,,,,,,,,,,
1402,EPIC 215938010.01,EPIC 215938010,,0,CANDIDATE,1.15147100000,0.00004100000,-0.00004200000,0,,,,,12.40000000,9.40000000,-5.90000000,0,,,,,,,,,,,,,0.0000000,,,0,0.06910000,0.05160000,-0.03220000,0,,,,,1.640000,,,0,,,,,,,,,,,,,,,,
1403,EPIC 216050437.01,EPIC 216050437,,1,CANDIDATE,14.94889000000,0.00022000000,-0.00022000000,0,,,,,21.90000000,7.60000000,-15.70000000,0,,,,,,,,,0.35740000,0.00350000,-0.00350000,0,3.2424000,0.0672000,-0.0864000,0,0.11900000,0.02900000,-0.05000000,0,,,,,1.690000,0.420000,-0.990000,0,,,,,,,,,,,,,,,,
1404,EPIC 216050437.01,EPIC 216050437,,0,CANDIDATE,14.94896600000,0.00031700000,-0.00032300000,0,,,,,36.94985751,38.70761946,-18.86096160,0,,,,,,,,,,,,,,,,,0.22221400,0.22924800,-0.11112400,0,6391.00,101.00,-101.00,0,1.524443,0.277319,-0.156065,0,,,,,,,,,4.180000,0.166000,-0.166000,0,,,,
1405,EPIC 216111905.01,EPIC 216111905,,1,CANDIDATE,3.02030000000,0.00032000000,-0.00032000000,0,,,,,5.60000000,1.80000000,-2.70000000,0,,,,,,,,,0.03750000,0.00180000,-0.00180000,0,5.1600000,0.3600000,-0.3600000,0,0.04100000,0.01300000,-0.02000000,0,,,,,1.265000,0.091000,-0.081000,0,,,,,,,,,,,,,,,,
1406,EPIC 216114172.01,EPIC 216114172,,1,CANDIDATE,13.12227000000,0.00082000000,-0.00082000000,0,,,,,2.02000000,0.13000000,-0.23000000,0,,,,,,,,,0.03670000,0.00170000,-0.00180000,0,3.9360000,0.1200000,-0.1680000,0,0.01849000,0.00094000,-0.00212000,0,,,,,1.004000,0.037000,-0.015000,0,,,,,,,,,,,,,,,,
1407,EPIC 216114172.01,EPIC 216114172,,0,CANDIDATE,13.12524400000,0.00222800000,-0.00230500000,0,,,,,1.67711859,0.29237438,-0.15440414,0,,,,,,,,,,,,,,,,,0.01574200,0.00256400,-0.00130600,0,5742.00,56.00,-56.00,0,0.976723,0.060696,-0.039004,0,,,,,,,,,4.500000,0.100000,-0.100000,0,,,,
1408,EPIC 216166748.01,EPIC 216166748,,1,CANDIDATE,19.68075000000,0.00091000000,-0.00081000000,0,,,,,2.55000000,0.22000000,-0.24000000,0,,,,,,,,,0.04970000,0.00130000,-0.00140000,0,4.3200000,0.1200000,-0.1440000,0,0.02165000,0.00090000,-0.00199000,0,,,,,1.079000,0.082000,-0.023000,0,,,,,,,,,,,,,,,,
1409,EPIC 216166748.01,EPIC 216166748,,0,CANDIDATE,19.67941100000,0.00110700000,-0.00100200000,0,,,,,2.31529508,0.41636249,-0.17624180,0,,,,,,,,,,,,,,,,,0.02118000,0.00358200,-0.00128100,0,5679.00,50.00,-50.00,0,1.002168,0.061336,-0.046310,0,,,,,,,,,4.490000,0.100000,-0.100000,0,,,,
1410,EPIC 216212516.01,EPIC 216212516,,1,CANDIDATE,3.38492000000,0.00017000000,-0.00013000000,0,,,,,1.48000000,0.21000000,-0.45000000,0,,,,,,,,,0.07220000,0.00610000,-0.00710000,0,0.8568000,0.0840000,-0.1224000,0,0.02580000,0.00220000,-0.00630000,0,,,,,0.528000,0.058000,-0.096000,0,,,,,,,,,,,,,,,,
1411,EPIC 216231580.01,EPIC 216231580,,0,CANDIDATE,3.90723655504,0.00127680060,-0.00127680060,0,,,,,15.34164425,1.36722480,-1.36722480,0,488.9674,,,0,1199.33,,,0,1.70492630,0.12156602,-0.12156602,0,3.2205284,0.3037399,-0.3037399,0,,,,,5500.00,122.00,-122.00,0,1.170270,,,0,,,,,,,,,4.283770,,,0,,,,
1412,EPIC 216231580.01,EPIC 216231580,,1,CANDIDATE,3.90518000000,0.00006400000,-0.00006600000,0,,,,,16.30000000,1.90000000,-1.30000000,0,,,,,,,,,1.57300000,0.02200000,-0.02200000,0,3.4440000,0.0792000,-0.0888000,0,0.11680000,0.00460000,-0.00750000,0,,,,,1.282000,0.137000,-0.060000,0,,,,,,,,,,,,,,,,
1413,EPIC 216334329.01,EPIC 216334329,,1,CANDIDATE,28.07748400000,0.00211500000,-0.00219900000,0,,,,,67.30000000,68.10000000,-45.10000000,0,,,,,,,,,,,,,3.6192000,0.1992000,-0.1800000,0,0.39990000,0.40060000,-0.26410000,0,,,,,1.540000,,,0,,,,,,,,,,,,,,,,
1414,EPIC 216357880.01,EPIC 216357880,,1,CANDIDATE,11.86386000000,0.00082000000,-0.00083000000,0,,,,,2.21000000,0.16000000,-0.35000000,0,,,,,,,,,0.06050000,0.00210000,-0.00220000,0,3.7680000,0.1680000,-0.2400000,0,0.02390000,0.00160000,-0.00370000,0,,,,,0.848000,0.016000,-0.019000,0,,,,,,,,,,,,,,,,
1415,EPIC 216363472.01,EPIC 216363472,,1,CANDIDATE,8.69290000000,0.00085000000,-0.00082000000,0,,,,,1.81000000,0.28000000,-2.01000000,0,,,,,,,,,0.02480000,0.00140000,-0.00150000,0,3.7680000,0.2880000,-0.8400000,0,0.01540000,0.00230000,-0.01700000,0,,,,,1.079000,0.042000,-0.031000,0,,,,,,,,,,,,,,,,
1416,EPIC 216387101.01,EPIC 216387101,,1,CANDIDATE,9.76185400000,0.00182200000,-0.00170100000,0,,,,,3.44224820,15.35642568,-0.61148914,0,,,,,,,,,,,,,,,,,0.01782000,0.07946500,-0.00236200,0,5529.00,50.00,-50.00,0,1.770928,0.228892,-0.209470,0,,,,,,,,,3.910000,0.100000,-0.100000,0,,,,
1417,EPIC 216876207.01,EPIC 216876207,,1,CANDIDATE,32.32040000000,0.00900000000,-0.01030000000,0,,,,,3.30000000,1.60000000,-120.30000000,0,,,,,,,,,0.60900000,0.04400000,-0.04600000,0,8.8800000,1.4400000,-1.2000000,0,0.12200000,0.04400000,-0.08600000,0,,,,,0.245000,0.077000,-9.002000,0,,,,,,,,,,,,,,,,
1418,EPIC 216892056.01,EPIC 216892056,,1,CANDIDATE,2.78600800000,0.00005900000,-0.00005100000,0,,,,,1.90000000,0.80000000,-0.80000000,0,,,,,,,,,,,,,0.4992000,0.0600000,-0.0312000,0,0.04130000,0.00430000,-0.00210000,0,,,,,0.420000,,,0,,,,,,,,,,,,,,,,
1419,EPIC 216892056.01,EPIC 216892056,,0,CANDIDATE,2.78592000000,0.00005000000,-0.00005000000,0,,,,,14.87000000,15.85000000,-9.70000000,0,,,,,,,,,,,,,,,,,0.34200000,0.36400000,-0.22200000,0,3528.00,157.00,-157.00,0,0.470811,0.014015,-0.014015,0,0.468480,0.020302,-0.020302,0,-1.50950,0.09299,-0.11848,0,4.763070,0.007032,-0.007032,0,6.328739,0.291138,-0.291138,0
1420,EPIC 217084873.01,EPIC 217084873,,1,CANDIDATE,8.60133000000,0.00030000000,-0.00031000000,0,,,,,5.31000000,0.28000000,-0.49000000,0,,,,,,,,,0.28040000,0.00640000,-0.00640000,0,4.0536000,0.0888000,-0.1200000,0,0.04790000,0.00190000,-0.00430000,0,,,,,1.016000,0.036000,-0.022000,0,,,,,,,,,,,,,,,,
1421,EPIC 217084873.02,EPIC 217084873,,1,CANDIDATE,29.84110000000,0.00340000000,-0.00350000000,0,,,,,5.23000000,0.35000000,-0.49000000,0,,,,,,,,,0.23880000,0.00800000,-0.00830000,0,5.2800000,0.1920000,-0.2640000,0,0.04720000,0.00260000,-0.00430000,0,,,,,1.016000,0.036000,-0.022000,0,,,,,,,,,,,,,,,,
1422,EPIC 217149884.01,EPIC 217149884,,1,CANDIDATE,16.69235600000,0.00017500000,-0.00017600000,0,,,,,17.00000000,6.80000000,-6.80000000,0,,,,,,,,,,,,,5.5296000,0.0408000,-0.0408000,0,0.17330000,0.00180000,-0.00130000,0,,,,,0.900000,,,0,,,,,,,,,,,,,,,,
1423,EPIC 217231249.01,EPIC 217231249,,1,CANDIDATE,4.83319100000,0.00001400000,-0.00001400000,0,,,,,25.31000000,0.27000000,-0.40000000,0,,,,,,,,,1.84190000,0.00400000,-0.00400000,0,4.8000000,0.0144000,-0.0144000,0,0.12570000,0.00120000,-0.00160000,0,,,,,1.845600,0.009300,-0.016700,0,,,,,,,,,,,,,,,,
1424,EPIC 217393088.01,EPIC 217393088,,1,CANDIDATE,1.31947190000,0.00000730000,-0.00000740000,0,,,,,14.30000000,2.80000000,-4.30000000,0,,,,,,,,,1.20360000,0.00670000,-0.00690000,0,3.1872000,0.0336000,-0.0360000,0,0.10040000,0.00170000,-0.00350000,0,,,,,1.310000,0.260000,-0.390000,0,,,,,,,,,,,,,,,,
1425,EPIC 217393088.01,EPIC 217393088,,0,CANDIDATE,1.31947400000,0.00002400000,-0.00002400000,0,,,,,16.60000000,2.40000000,-2.00000000,0,,,,,,,,,,,,,3.1296000,0.0312000,-0.0312000,0,0.09870000,0.00150000,-0.00080000,0,,,,,1.540000,,,0,,,,,,,,,,,,,,,,
1426,EPIC 217855533.01,EPIC 217855533,,1,CANDIDATE,21.58732600000,0.00465800000,-0.00531800000,0,,,,,1.78061635,0.32179494,-0.24836653,0,,,,,,,,,,,,,,,,,0.01113300,0.00095200,-0.00070400,0,6244.00,50.00,-50.00,0,1.466377,0.233481,-0.182321,0,,,,,,,,,4.110000,0.100000,-0.100000,0,,,,
1427,EPIC 218170789.01,EPIC 218170789,,0,CANDIDATE,3.04161700000,0.00032100000,-0.00031500000,0,,,,,8.98947170,15.06239200,-5.04035672,0,,,,,,,,,,,,,,,,,0.09433100,0.15796000,-0.05263100,0,5250.00,50.00,-50.00,0,0.873673,0.051279,-0.048515,0,,,,,,,,,4.310000,0.100000,-0.100000,0,,,,
1428,EPIC 218170789.01,EPIC 218170789,,1,CANDIDATE,3.04108000000,0.00022000000,-0.00021000000,0,,,,,11.90000000,3.50000000,-4.50000000,0,,,,,,,,,0.05630000,0.00220000,-0.00220000,0,3.8400000,0.2160000,-0.2160000,0,0.05700000,0.01700000,-0.02200000,0,,,,,1.910000,0.100000,-0.110000,0,,,,,,,,,,,,,,,,
1429,EPIC 218195416.01,EPIC 218195416,,1,CANDIDATE,0.49512530000,0.00000310000,-0.00000310000,0,,,,,28.80000000,3.40000000,-2.80000000,0,,,,,,,,,0.08276000,0.00052000,-0.00052000,0,2.5608000,0.0264000,-0.0240000,0,0.14100000,0.01300000,-0.01000000,0,,,,,1.870000,0.140000,-0.120000,0,,,,,,,,,,,,,,,,
1430,EPIC 218300572.01,EPIC 218300572,,1,CANDIDATE,1.58984300000,0.00001300000,-0.00001300000,0,,,,,49.00000000,13.00000000,-14.00000000,0,,,,,,,,,0.17410000,0.00150000,-0.00150000,0,2.3880000,0.0720000,-0.0840000,0,0.11400000,0.02900000,-0.03300000,0,,,,,3.930000,0.400000,-0.170000,0,,,,,,,,,,,,,,,,
1431,EPIC 218304292.01,EPIC 218304292,,1,CANDIDATE,8.42177000000,0.00017000000,-0.00024000000,0,,,,,3.13000000,0.22000000,-0.47000000,0,,,,,,,,,0.08370000,0.00520000,-0.00620000,0,0.6984000,0.0480000,-0.0768000,0,0.02730000,0.00190000,-0.00390000,0,,,,,1.051100,0.006600,-0.050200,0,,,,,,,,,,,,,,,,
